,text,labels
1114,Laying ALONE Since Mooks soo comfy in his fn play pen I thought it was ill at first now I dont have no one to cuddle with,0
1115,I hate the dentist,0
1116, nothing aimed at you just joining insorry,0
1117,Im taking a twitter break Cell is dying,0
1118,I wish I could get my nails done  stupid job,0
1119,Dosent Want To Go To Work Tomorrow,0
1120,My phone passed away yesterday He jumped off the table  Searching for a new phone,0
1121, Si no bueno  I guess I just dont entertain him ,0
1122,Im so hunrgy right now and these heels kill me I can hardly walk in them,0
1123,both electronic keys stopped working there is no keyhole cant get in my car so much for technology,0
1124,my name is Tony not hey   poor tony,0
1125,Took a shift tomorrow    I dont really feel like working right now,0
1126,No waterfront anymore   faccia luna and clarendon will have to do,0
1127,Slipped up and caught the flu  feeling like poop,0
1128,Ok  the passengers  no one is alive  theyre all dead  you just dont know it til the end  then you cry ,0
1129,I dont want to sit at home on prom night Someone hang out with me,0
1130, lol dammit  well then next time then,0
1131, Still jealous,0
1132,httptwitpiccomqv  Me at Forever   Ethan couldnt be there,0
1133,NOW IM SAD BUT IM NOT GIVING IN FIRSTI DIDNT DO NOTHING    ,0
1134,this week of mine was not easy  but finally its over ,0
1135,Bouncing Rush makes me feel nauseous,0
1136,playing singstar without my fave duetter,0
1137, Thats just weird   Oh and what was it you were drawing for me,0
1138,The birds are out oh man Thats NOT cool  I didnt sleep yet for the night,0
1139,My Street Fighter IV skills are lacking cant beat Seth on easy,0
1140,my son got stung by a bug for the first time  his little finger is slightly swollen,0
1141,Bumping dj opus in the drunk in the car  lmao Dont act like u dont know,0
1142,Heres a brief preview httpbitlyeHCfP   OMG James is creepy in that role Im scared of him,0
1143,Im missing crab legs and attending my going away instead,0
1144,Hicks are mean,0
1145,gettn ready to take a trip to Jersey my dads not doing so good he needs a new heartwhoeva sees this please say a prayer for my dad,0
1146,Home until tomorrow Did my running and spinning Now time for chiropractor laundry shopping and visiting family Missing nathan,0
1147, And most of us are going to be stuck in an office some without windows,0
1148, No its not sad Should make you proud,0
1149,   Sorry well try to keep it down,0
1150,According to  a quarter of families under six live in poverty,0
1151,the plan to not spend money is not going well,0
1152, actually I wish I was back in Tahoe  I miss it there,0
1153, but my bday is JUNE  this is wack and ihavent seen any promotions for my bday party  someone better finagle this asap,0
1154, but it all went too quick and there wasnt a chance lol,0
1155,Hates headaches Maybe Im not ready to rock,0
1156, traumatizing moment of my childhood my dogs massacred baby bunnies and my brother and i got out the bb gun,0
1157, organization ITIL forget about people and so they fail preaching to the converted  IT is the people httptrimkWUA,0
1158, im allergic to cats my tonsils get swollen and they hurt  what do i dooo,0
1159, He says he feels mama tucking him in at night  Hes lonely but getting by Tomorrow will be tough,0
1160,I miss her alot and its only been one day,0
1161,i am living in ignorance  ,0
1162, AWWWW  were gonna miss you,0
1163, Betos Pizzeria is on Banksville Rd in I believe the Beachview area Sorry to answer like  years later,0
1164,sigh my sisters bein strange she came all the way from copenhagen to london and now her phones turned off i wanna see her dammit,0
1165,Im sick and sad  missing out on Martini Lounge tonight,0
1166,Really wishes he had some spare cash to buy the new Punch Out for Wii,0
1167,Aw not going to Toronto anymore,0
1168, So sorry to hear about your mom that really sucks,0
1169,Cant sleepso Im watching HGTV Im afraid infomercials are about to take over,0
1170,Im getting me  my family ready for Kaylees graduation Its gonna make me so sad,0
1171,IN PAIN my big toe got stomped on during the hokey cokeu its throbbing anyone have any suggestions to heal it,0
1172,Stupid jobs idk what to do,0
1173,Shopped til i droppedcome bac sunshine i miss u,0
1174,i have such a hard time talking to new people   I am pretty sure I didnt make a good impression,0
1175,rc haha  yup but still have a terrible headache and super swollen and puffy eyes i dont think im going out todayugh,0
1176,We are on the slowest train ever it stops everywhere Missed a quick train by a few minutes,0
1177,I dont think Ive ever been so tierd in my lifeUghgoodnightSo sleeping in tomorrow,0
1178,why doesnt he want me anymore,0
1179,bad hair day,0
1180,headache,0
1181,sorry guys i didnt sign in for a while  sorry every,0
1182, I bet its cool down in SR huh Its not here I havent stopped sweating since noon when dad and I were packing,0
1183,Stupid bipolar weather ruined my day off,0
1184, I didnt want to tell you but I think its your body odour,0
1185, thats pretty bad quality and probably the worst pic u posted till date,0
1186,I missed your calls,0
1187, Unfortunately for us it looks like there are NO funny people on twitter  Should we move to FB or start our ownflitter,0
1188, did you see the  sec clip of the New Moon trailer its up on ETonlinecom check it out its a big tease though,0
1189,working on diffusing that irritation but this traffic sure isnt helping  mother F its always real bad the days th i help plan stuff,0
1190, I submitted my resume the same day and saw no answer back Oh well,0
1191,SoooIm kinda o sick n tired of the bs that guys dish out  ,0
1192, boo i was hoping for a fake alien story with a tinfoil covered beachball photo,0
1193,missed out on westcott micro apollo too,0
1194,Im sleepy but is feeling under the weather ugh These  tonsils I need some company or somebody to talk too,0
1195,Counting the hours of lost sunshine until the Weekend,0
1196,planning and trying to call the doctor though that isnt going so well So mostly planning,0
1197,im back to this zindex problemagain,0
1198,is anyone out there  so bored at work,0
1199,Am hating my life at the moment Theres only so many NOs my delicate little mind can take,0
1200,first day of summer sucks its overcast and cold  this isnt summer,0
1201,sorry to tweet about BGT but poor wonderful crazy weird Greg  so not fair the silly little girl is never going to cope urgh NOT FAIR,0
1202, Not available in my area  I would too,0
1203,Waiting for   having cramps,0
1204,st presentation for senior boards FML,0
1205,Wide awake and grouchy as ,0
1206,just when i thought things couldnt get any worse it just did and it will get even worse tonight i bet  my life is a misery,0
1207, wheres the music mannnn my inbox is still empty,0
1208,What am I doing atm httptwitpiccomjmeh Oh yeah Apple Juice  Im such a rebel,0
1209, im sorry about you are still sick  u know most of them AND i know that u will guess the pelzer present ,0
1210,I lost my artistic abilities,0
1211,  That was stone cold   Crazy  ,0
1212,Crisis forgot my fringe comb  Im with menno one will help me,0
1213,KillBoy oh sorry not getting all my replies  nothing against you and yes i do know nirvana,0
1214, nooo  no roo crying but omg i wanted to slap her she was singing fine then from out of nowhere BOOHOOOOOOOOOOO,0
1215,In the emergency room with my cousin Shes got mad flu and cant walk or breathe  Why are hospitals always so cold,0
1216,Twitter you just fail at life sometimes  Oh well httptinyurlcomqkxhq,0
1217, well doesnt that look fab even if I do say so myself,0
1218,has a terrible headache  I need relief,0
1219,Two months ago I became irrelevant,0
1220,Finally sunny days and Im too sick to go outside and play,0
1221, Im game too bad your leaving HI,0
1222,So screwed for sat  us,0
1223,Just got an IM from another coworker who just got laid off Lots of people becoming unemployed,0
1224,i never knew a dentention was so hard  get,0
1225,my nail broke  I haaaaaaaaate,0
1226, Dang that IS disappointing,0
1227,  Thanks My moms seed is larger and already cracked and planted I hope Avalina isnt a dud,0
1228,hates this weather,0
1229,Flapataco was nice until the plebs came in,0
1230, i want to experience snow  we dont have snow here and it sucks,0
1231,i have such a sore head,0
1232,is bored cant go on habbo stupid ban,0
1233, I dont think I am my sisters refusn to get me a ticket now  what you doing next week,0
1234,nooooo its raininghad  leave the beach,0
1235,i have no idea what im doing and i am completely lost,0
1236, I think that may look a little silly  Also my camera is broken so no photo,0
1237,this day has beasted me,0
1238,OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE,0
1239,I just spent  hours looking for a blog topic and ended up inventing my own  grrrr    httpbitlyQRzy,0
1240, seems to have disappeared out of my life,0
1241, I never knew I could miss my phone so much for  hours till they told me I wont have it back till then,0
1242,Lay aww well I just randomly woke up and now I cant sleep Too many things on my mind,0
1243,Thats it Its done already This is one proof that theres nothing fair in this world   httpbitlyUEMq,0
1244,Ugh I wanna play dnd but i know im going to fail this final I NEED to study,0
1245, how sad are you saying that Im fat  tears,0
1246,Im trying to find the driver for my Microsoft Lifecam VX Webcam and cant find it anywhere anyone have any links,0
1247,Finally get to lay down for a bit i have a major headache,0
